* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0

Tag	,	Weight	,	NetA, NetB	,	Device
Defect_Short_771	,	1	,	xdut.xi7.xi72.net15, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi146.mntrans11
Defect_Short_772	,	1	,	xdut.xi74.net017, xdut.xi74.net022	,	xdut.xi74.m13
Defect_Short_773	,	1	,	xdut.xi74.net017, xdut.xi74.net022	,	xdut.xi74.m12
Defect_Short_774	,	2	,	xdut.xi74.net017, xdut.xi74.net012	,	xdut.xi74.m9
Defect_Short_775	,	1	,	xdut.xi68.net12, xdut.xi68.net18	,	xdut.xi68.xi1.mptrans37
Defect_Short_776	,	1	,	xdut.xi68.net12, xdut.xi68.net18	,	xdut.xi68.xi1.mntrans35
Defect_Short_777	,	1	,	xdut.xi68.net12, xdut.xi68.xi5.net25	,	xdut.xi68.xi5.mntrans35
Defect_Short_778	,	1	,	xdut.xi68.net12, xdut.xi68.xi2.net25	,	xdut.xi68.xi2.mntrans36
Defect_Short_779	,	1	,	xdut.xi68.net12, xdut.xi68.xi1.net25	,	xdut.xi68.xi1.mntrans35
Defect_Short_780	,	1	,	vdda_pulsed, xdut.vth_h	,	xdut.r0
Defect_Short_781	,	1	,	xdut.xi74.net011, xdut.xi74.net017	,	xdut.xi74.m22
Defect_Short_782	,	20	,	vdda_pulsed, xdut.amp_out	,	xdut.xi7.m11
Defect_Short_783	,	1	,	vdda_pulsed, xdut.amp_out	,	xdut.xi7.m35
Defect_Short_784	,	1	,	vdda_pulsed, xdut.disable	,	xdut.xi5.mptrans22
Defect_Short_785	,	1	,	vdda_pulsed, xdut.disable	,	xdut.xi9.xi64.mptrans10
Defect_Short_786	,	1	,	vdda_pulsed, xdut.disable	,	xdut.xi6.mptrans10
Defect_Short_787	,	1	,	xdut.xi74.net011, xdut.xi74.net013	,	xdut.xi74.m17
Defect_Short_788	,	1	,	vdda_pulsed, xdut.net16	,	xdut.xi137.mptrans24
Defect_Short_789	,	1	,	vdda_pulsed, xdut.net16	,	xdut.xi68.xi3.mptrans37
Defect_Short_790	,	1	,	vdda_pulsed, xdut.net16	,	xdut.xi68.xi7.mptrans37
Defect_Short_791	,	1	,	vdda_pulsed, xdut.net16	,	xdut.xi68.xi7.mptrans38
Defect_Short_792	,	1	,	vdda_pulsed, xdut.net16	,	xdut.xi68.xi8.mptrans38
Defect_Short_793	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi137.mptrans23
Defect_Short_794	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi7.xi94.mptrans15
Defect_Short_795	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi7.xi92.mptrans10
Defect_Short_796	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi63.mptrans37
Defect_Short_797	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi6.mptrans10
Defect_Short_798	,	1	,	vdda_pulsed, xdut.enable	,	xdut.xi136.mptrans23
Defect_Short_799	,	1	,	vdda_pulsed, xdut.net023	,	xdut.xi137.mptrans25
Defect_Short_800	,	1	,	vdda_pulsed, xdut.net023	,	xdut.xi73.xi49.mptrans10
Defect_Short_801	,	1	,	vdda_pulsed, xdut.net023	,	xdut.xi73.xi47.mptrans10
Defect_Short_802	,	1	,	vdda_pulsed, xdut.net11	,	xdut.xi136.mptrans24
Defect_Short_803	,	1	,	vdda_pulsed, xdut.net11	,	xdut.xi68.xi105.mptrans37
Defect_Short_804	,	1	,	vdda_pulsed, xdut.net11	,	xdut.xi68.xi7.mptrans38
Defect_Short_805	,	1	,	vdda_pulsed, xdut.net11	,	xdut.xi68.xi8.mptrans37
Defect_Short_806	,	1	,	vdda_pulsed, xdut.net11	,	xdut.xi68.xi8.mptrans38
Defect_Short_807	,	1	,	vdda_pulsed, xdut.net028	,	xdut.xi136.mptrans25
Defect_Short_808	,	1	,	vdda_pulsed, xdut.net028	,	xdut.xi72.xi49.mptrans10
Defect_Short_809	,	1	,	vdda_pulsed, xdut.net028	,	xdut.xi72.xi47.mptrans10
Defect_Short_810	,	1	,	vdda_pulsed, xdut.s1	,	xdut.xi72.xi34.mptrans10
Defect_Short_811	,	1	,	vdda_pulsed, xdut.s1	,	xdut.xi72.xi27.mptrans10
Defect_Short_812	,	1	,	vdda_pulsed, xdut.s1	,	xdut.xi72.xi30.mptrans10
Defect_Short_813	,	1	,	vdda_pulsed, xdut.s1_n	,	xdut.xi72.xi35.mptrans10
Defect_Short_814	,	1	,	vdda_pulsed, xdut.s1_n	,	xdut.xi72.xi27.mptrans10
Defect_Short_815	,	1	,	vdda_pulsed, xdut.s1_n	,	xdut.xi72.xi30.mptrans10
Defect_Short_816	,	1	,	vdda_pulsed, xdut.s0	,	xdut.xi73.xi34.mptrans10
Defect_Short_817	,	1	,	vdda_pulsed, xdut.s0	,	xdut.xi73.xi27.mptrans10
Defect_Short_818	,	1	,	vdda_pulsed, xdut.s0	,	xdut.xi73.xi30.mptrans10
Defect_Short_819	,	1	,	vdda_pulsed, xdut.s0_n	,	xdut.xi73.xi35.mptrans10
Defect_Short_820	,	1	,	vdda_pulsed, xdut.s0_n	,	xdut.xi73.xi27.mptrans10
Defect_Short_821	,	1	,	vdda_pulsed, xdut.s0_n	,	xdut.xi73.xi30.mptrans10
Defect_Short_822	,	1	,	vdda_pulsed, xdut.net044	,	xdut.xi74.xi5.mptrans10
Defect_Short_823	,	1	,	vdda_pulsed, xdut.net044	,	xdut.xi64.mptrans10
Defect_Short_824	,	1	,	xdut.xi68.net7, xdut.xi68.xi6.net25	,	xdut.xi68.xi6.mntrans36
Defect_Short_825	,	1	,	vdda_pulsed, xdut.net045	,	xdut.xi75.xi5.mptrans10
Defect_Short_826	,	1	,	vdda_pulsed, xdut.net045	,	xdut.xi65.mptrans10
Defect_Short_827	,	1	,	xdut.xi68.net7, xdut.xi68.xi5.net25	,	xdut.xi68.xi5.mntrans36
Defect_Short_828	,	1	,	vdda_pulsed, xdut.err	,	xdut.xi62.mptrans22
Defect_Short_829	,	1	,	vdda_pulsed, xdut.err	,	xdut.xi5.mptrans23
Defect_Short_830	,	1	,	xdut.xi68.net7, xdut.xi68.xi4.net25	,	xdut.xi68.xi4.mntrans35
Defect_Short_831	,	1	,	vdda_pulsed, xdut.net062	,	xdut.xi41.mptrans15
Defect_Short_832	,	1	,	vdda_pulsed, xdut.net062	,	xdut.xi40.mptrans10
Defect_Short_833	,	1	,	vdda_pulsed, xdut.net062	,	xdut.xi63.mptrans37
Defect_Short_834	,	1	,	vdda_pulsed, xdut.net062	,	xdut.xi63.mptrans38
Defect_Short_835	,	1	,	vdda_pulsed, xdut.net14	,	xdut.xi41.mptrans14
Defect_Short_836	,	1	,	vdda_pulsed, xdut.net14	,	xdut.xi68.xi105.mptrans38
Defect_Short_837	,	1	,	vdda_pulsed, xdut.net14	,	xdut.xi68.xi3.mptrans38
Defect_Short_838	,	1	,	vdda_pulsed, xdut.net14	,	xdut.xi68.xi4.mptrans37
Defect_Short_839	,	1	,	vdda_pulsed, xdut.net14	,	xdut.xi68.xi4.mptrans38
Defect_Short_840	,	1	,	vdda_pulsed, xdut.net13	,	xdut.xi40.mptrans10
Defect_Short_841	,	1	,	vdda_pulsed, xdut.net13	,	xdut.xi32.xi105.mptrans38
Defect_Short_842	,	1	,	vdda_pulsed, xdut.net13	,	xdut.xi32.xi3.mptrans38
Defect_Short_843	,	1	,	vdda_pulsed, xdut.net13	,	xdut.xi32.xi4.mptrans37
Defect_Short_844	,	1	,	vdda_pulsed, xdut.net13	,	xdut.xi32.xi4.mptrans38
Defect_Short_845	,	1	,	vdda_pulsed, xdut.net23	,	xdut.xi32.xi8.mptrans38
Defect_Short_846	,	1	,	vdda_pulsed, xdut.net23	,	xdut.xi32.xi105.mptrans37
Defect_Short_847	,	1	,	vdda_pulsed, xdut.net23	,	xdut.xi32.xi7.mptrans38
Defect_Short_848	,	1	,	vdda_pulsed, xdut.net23	,	xdut.xi32.xi8.mptrans37
Defect_Short_849	,	1	,	vdda_pulsed, xdut.net12	,	xdut.xi32.xi8.mptrans38
Defect_Short_850	,	1	,	vdda_pulsed, xdut.net12	,	xdut.xi7.xi143.mptrans10
Defect_Short_851	,	1	,	vdda_pulsed, xdut.net12	,	xdut.xi32.xi3.mptrans37
Defect_Short_852	,	1	,	vdda_pulsed, xdut.net12	,	xdut.xi32.xi7.mptrans37
Defect_Short_853	,	1	,	vdda_pulsed, xdut.net12	,	xdut.xi32.xi7.mptrans38
Defect_Short_854	,	1	,	vdda_pulsed, xdut.xi137.net39	,	xdut.xi137.mptrans25
Defect_Short_855	,	1	,	vdda_pulsed, xdut.xi137.net39	,	xdut.xi137.mptrans23
Defect_Short_856	,	1	,	vdda_pulsed, xdut.xi137.net39	,	xdut.xi137.mptrans24
Defect_Short_857	,	1	,	vdda_pulsed, xdut.xi136.net39	,	xdut.xi136.mptrans25
Defect_Short_858	,	1	,	vdda_pulsed, xdut.xi136.net39	,	xdut.xi136.mptrans23
Defect_Short_859	,	1	,	vdda_pulsed, xdut.xi136.net39	,	xdut.xi136.mptrans24
Defect_Short_860	,	1	,	vdda_pulsed, xdut.xi72.net15	,	xdut.xi72.xi146.mntrans11
Defect_Short_861	,	1	,	vdda_pulsed, xdut.xi72.net15	,	xdut.xi72.xi49.mptrans10
Defect_Short_862	,	1	,	vdda_pulsed, xdut.xi72.net9	,	xdut.xi72.xi146.mntrans11
Defect_Short_863	,	1	,	vdda_pulsed, xdut.xi72.net9	,	xdut.xi72.xi33.mptrans10
Defect_Short_864	,	1	,	vdda_pulsed, xdut.xi72.net9	,	xdut.xi72.xi31.mptrans10
Defect_Short_865	,	1	,	vdda_pulsed, xdut.xi72.net9	,	xdut.xi72.xi34.mptrans10
Defect_Short_866	,	1	,	vdda_pulsed, xdut.xi72.net14	,	xdut.xi72.xi47.mptrans10
Defect_Short_867	,	1	,	vdda_pulsed, xdut.xi72.net14	,	xdut.xi72.xi48.mptrans10
Defect_Short_868	,	1	,	vdda_pulsed, xdut.xi72.net11	,	xdut.xi72.xi48.mptrans10
Defect_Short_869	,	1	,	vdda_pulsed, xdut.xi72.net11	,	xdut.xi72.xi33.mptrans10
Defect_Short_870	,	1	,	vdda_pulsed, xdut.xi72.net11	,	xdut.xi72.xi31.mptrans10
Defect_Short_871	,	1	,	vdda_pulsed, xdut.xi72.net11	,	xdut.xi72.xi35.mptrans10
Defect_Short_872	,	1	,	vdda_pulsed, xdut.xi73.net15	,	xdut.xi73.xi146.mntrans11
Defect_Short_873	,	1	,	vdda_pulsed, xdut.xi73.net15	,	xdut.xi73.xi49.mptrans10
Defect_Short_874	,	1	,	vdda_pulsed, xdut.xi73.net9	,	xdut.xi73.xi146.mntrans11
Defect_Short_875	,	1	,	vdda_pulsed, xdut.xi73.net9	,	xdut.xi73.xi33.mptrans10
Defect_Short_876	,	1	,	vdda_pulsed, xdut.xi73.net9	,	xdut.xi73.xi31.mptrans10
Defect_Short_877	,	1	,	vdda_pulsed, xdut.xi73.net9	,	xdut.xi73.xi34.mptrans10
Defect_Short_878	,	1	,	vdda_pulsed, xdut.xi73.net14	,	xdut.xi73.xi47.mptrans10
Defect_Short_879	,	1	,	vdda_pulsed, xdut.xi73.net14	,	xdut.xi73.xi48.mptrans10
Defect_Short_880	,	1	,	xdut.xi68.net11, xdut.xi68.net12	,	xdut.xi68.xi2.mptrans38
Defect_Short_881	,	1	,	xdut.xi68.net11, xdut.xi68.net12	,	xdut.xi68.xi1.mptrans38
Defect_Short_882	,	1	,	vdda_pulsed, xdut.xi73.net11	,	xdut.xi73.xi48.mptrans10
Defect_Short_883	,	1	,	vdda_pulsed, xdut.xi73.net11	,	xdut.xi73.xi33.mptrans10
Defect_Short_884	,	1	,	vdda_pulsed, xdut.xi73.net11	,	xdut.xi73.xi31.mptrans10
Defect_Short_885	,	1	,	vdda_pulsed, xdut.xi73.net11	,	xdut.xi73.xi35.mptrans10
Defect_Short_886	,	1	,	xdut.xi68.net11, xdut.xi68.net17	,	xdut.xi68.xi2.mptrans37
Defect_Short_887	,	1	,	xdut.xi68.net11, xdut.xi68.net17	,	xdut.xi68.xi2.mntrans35
Defect_Short_888	,	1	,	vdda_pulsed, xdut.xi74.net011	,	xdut.xi74.m17
Defect_Short_889	,	1	,	vdda_pulsed, xdut.xi74.net011	,	xdut.xi74.xi5.mptrans10
Defect_Short_890	,	2	,	vdda_pulsed, xdut.xi74.net017	,	xdut.xi74.m9
Defect_Short_891	,	2	,	vdda_pulsed, xdut.xi74.net022	,	xdut.xi74.m10
Defect_Short_892	,	1	,	vdda_pulsed, xdut.xi74.net013	,	xdut.xi74.m18
Defect_Short_893	,	1	,	vdda_pulsed, xdut.xi74.net013	,	xdut.xi74.m17
Defect_Short_894	,	1	,	vdda_pulsed, xdut.xi74.net013	,	xdut.xi74.m18
Defect_Short_895	,	1	,	xdut.xi68.net11, xdut.xi68.xi6.net25	,	xdut.xi68.xi6.mntrans35
Defect_Short_896	,	1	,	vdda_pulsed, xdut.xi74.net012	,	xdut.xi74.m2
Defect_Short_897	,	2	,	vdda_pulsed, xdut.xi74.net012	,	xdut.xi74.m9
Defect_Short_898	,	1	,	vdda_pulsed, xdut.xi74.net012	,	xdut.xi74.m2
Defect_Short_899	,	1	,	vdda_pulsed, xdut.xi74.net018	,	xdut.xi74.m6
Defect_Short_900	,	2	,	vdda_pulsed, xdut.xi74.net018	,	xdut.xi74.m10
Defect_Short_901	,	1	,	vdda_pulsed, xdut.xi74.net018	,	xdut.xi74.m6
Defect_Short_902	,	1	,	vdda_pulsed, xdut.xi75.net011	,	xdut.xi75.m17
Defect_Short_903	,	1	,	vdda_pulsed, xdut.xi75.net011	,	xdut.xi75.xi5.mptrans10
Defect_Short_904	,	1	,	xdut.xi68.net11, xdut.xi68.xi2.net25	,	xdut.xi68.xi2.mntrans35
Defect_Short_905	,	2	,	vdda_pulsed, xdut.xi75.net017	,	xdut.xi75.m9
Defect_Short_906	,	1	,	xdut.xi68.net11, xdut.xi68.xi1.net25	,	xdut.xi68.xi1.mntrans36
Defect_Short_907	,	2	,	vdda_pulsed, xdut.xi75.net022	,	xdut.xi75.m10
Defect_Short_908	,	1	,	vdda_pulsed, xdut.xi75.net013	,	xdut.xi75.m18
Defect_Short_909	,	1	,	vdda_pulsed, xdut.xi75.net013	,	xdut.xi75.m17
Defect_Short_910	,	1	,	vdda_pulsed, xdut.xi75.net013	,	xdut.xi75.m18
Defect_Short_911	,	1	,	vdda_pulsed, xdut.xi75.net012	,	xdut.xi75.m2
Defect_Short_912	,	2	,	vdda_pulsed, xdut.xi75.net012	,	xdut.xi75.m9
Defect_Short_913	,	1	,	vdda_pulsed, xdut.xi75.net012	,	xdut.xi75.m2
Defect_Short_914	,	1	,	xdut.xi73.net14, xdut.xi73.net11	,	xdut.xi73.xi48.mptrans10
Defect_Short_915	,	1	,	xdut.xi73.net14, xdut.xi73.net11	,	xdut.xi73.xi48.mntrans11
Defect_Short_916	,	1	,	vdda_pulsed, xdut.xi75.net018	,	xdut.xi75.m6
Defect_Short_917	,	2	,	vdda_pulsed, xdut.xi75.net018	,	xdut.xi75.m10
Defect_Short_918	,	1	,	vdda_pulsed, xdut.xi75.net018	,	xdut.xi75.m6
Defect_Short_919	,	1	,	vdda_pulsed, xdut.xi62.net26	,	xdut.xi62.mptrans22
Defect_Short_920	,	1	,	ibias, xdut.xi7.disable	,	xdut.xi7.m49
Defect_Short_921	,	1	,	vdda_pulsed, xdut.xi62.net41	,	xdut.xi62.mptrans23
Defect_Short_922	,	1	,	ibias, xdut.xi7.net021	,	xdut.xi7.m34
Defect_Short_923	,	1	,	vdda_pulsed, xdut.xi5.net26	,	xdut.xi5.mptrans22
Defect_Short_924	,	1	,	ibias, xdut.xi7.vb_n	,	xdut.xi7.mn17
Defect_Short_925	,	1	,	ibias, xdut.xi7.vb_n	,	xdut.xi7.mn17
Defect_Short_926	,	1	,	vdda_pulsed, xdut.xi5.net41	,	xdut.xi5.mptrans23
Defect_Short_927	,	1	,	ibias, xdut.xi7.net011	,	xdut.xi7.m34
Defect_Short_928	,	1	,	vdda_pulsed, xdut.xi41.net24	,	xdut.xi41.mptrans15
Defect_Short_929	,	1	,	vdda_pulsed, xdut.xi41.net24	,	xdut.xi41.mptrans14
Defect_Short_930	,	10	,	ibias, xdut.xi7.net033	,	xdut.xi7.m51
Defect_Short_931	,	1	,	xdut.xi68.net14, xdut.xi68.net7	,	xdut.xi68.xi5.mptrans38
Defect_Short_932	,	1	,	vdda_pulsed, xdut.xi9.net07	,	xdut.xi9.m9
Defect_Short_933	,	150	,	vdda_pulsed, xdut.xi9.net07	,	xdut.xi9.m0
Defect_Short_934	,	1	,	vdda_pulsed, xdut.xi9.net07	,	xdut.xi9.m3
Defect_Short_935	,	1	,	xdut.xi68.net14, xdut.xi68.net12	,	xdut.xi68.xi5.mptrans37
Defect_Short_936	,	1	,	xdut.xi68.net14, xdut.xi68.net12	,	xdut.xi68.xi5.mntrans35
Defect_Short_937	,	1	,	vdda_pulsed, xdut.xi9.net012	,	xdut.xi9.m3
Defect_Short_938	,	1	,	vdda_pulsed, xdut.xi9.net012	,	xdut.xi9.xi64.mptrans10
Defect_Short_939	,	1	,	vdda_pulsed, xdut.xi32.net13	,	xdut.xi32.xi8.mptrans37
Defect_Short_940	,	1	,	vdda_pulsed, xdut.xi32.net13	,	xdut.xi32.xi6.mptrans37
Defect_Short_941	,	1	,	vdda_pulsed, xdut.xi32.net13	,	xdut.xi32.xi6.mptrans38
Defect_Short_942	,	1	,	vdda_pulsed, xdut.xi32.net14	,	xdut.xi32.xi7.mptrans37
Defect_Short_943	,	1	,	vdda_pulsed, xdut.xi32.net14	,	xdut.xi32.xi5.mptrans37
Defect_Short_944	,	1	,	vdda_pulsed, xdut.xi32.net14	,	xdut.xi32.xi5.mptrans38
Defect_Short_945	,	1	,	xdut.xi68.net14, xdut.xi68.xi7.net25	,	xdut.xi68.xi7.mntrans35
Defect_Short_946	,	1	,	vdda_pulsed, xdut.xi32.net11	,	xdut.xi32.xi6.mptrans37
Defect_Short_947	,	1	,	vdda_pulsed, xdut.xi32.net11	,	xdut.xi32.xi1.mptrans38
Defect_Short_948	,	1	,	vdda_pulsed, xdut.xi32.net11	,	xdut.xi32.xi2.mptrans37
Defect_Short_949	,	1	,	vdda_pulsed, xdut.xi32.net11	,	xdut.xi32.xi2.mptrans38
Defect_Short_950	,	1	,	vdda_pulsed, xdut.xi32.net7	,	xdut.xi32.xi6.mptrans38
Defect_Short_951	,	1	,	vdda_pulsed, xdut.xi32.net7	,	xdut.xi32.xi4.mptrans37
Defect_Short_952	,	1	,	vdda_pulsed, xdut.xi32.net7	,	xdut.xi32.xi4.mptrans38
Defect_Short_953	,	1	,	vdda_pulsed, xdut.xi32.net7	,	xdut.xi32.xi5.mptrans38
Defect_Short_954	,	1	,	xdut.xi68.net14, xdut.xi68.xi5.net25	,	xdut.xi68.xi5.mntrans35
Defect_Short_955	,	1	,	vdda_pulsed, xdut.xi32.net12	,	xdut.xi32.xi5.mptrans37
Defect_Short_956	,	1	,	vdda_pulsed, xdut.xi32.net12	,	xdut.xi32.xi1.mptrans37
Defect_Short_957	,	1	,	vdda_pulsed, xdut.xi32.net12	,	xdut.xi32.xi1.mptrans38
Defect_Short_958	,	1	,	vdda_pulsed, xdut.xi32.net12	,	xdut.xi32.xi2.mptrans38
Defect_Short_959	,	1	,	vdda_pulsed, xdut.xi32.net17	,	xdut.xi32.xi3.mptrans38
Defect_Short_960	,	1	,	vdda_pulsed, xdut.xi32.net17	,	xdut.xi32.xi2.mptrans37
Defect_Short_961	,	1	,	vdda_pulsed, xdut.xi32.net17	,	xdut.xi32.xi3.mptrans37
Defect_Short_962	,	1	,	vdda_pulsed, xdut.xi32.net18	,	xdut.xi32.xi1.mptrans37
Defect_Short_963	,	1	,	vdda_pulsed, xdut.xi32.net18	,	xdut.xi32.xi105.mptrans37
Defect_Short_964	,	1	,	vdda_pulsed, xdut.xi32.net18	,	xdut.xi32.xi105.mptrans38
Defect_Short_965	,	1	,	xdut.xi73.net9, xdut.xi73.net11	,	xdut.xi73.xi31.mptrans10
Defect_Short_966	,	1	,	xdut.xi73.net9, xdut.xi73.net11	,	xdut.xi73.xi33.mntrans11
Defect_Short_967	,	1	,	xdut.xi73.net9, xdut.xi73.net11	,	xdut.xi73.xi33.mptrans10
Defect_Short_968	,	1	,	xdut.xi73.net9, xdut.xi73.net11	,	xdut.xi73.xi31.mntrans11
Defect_Short_969	,	1	,	vdda_pulsed, xdut.xi68.net13	,	xdut.xi68.xi8.mptrans37
Defect_Short_970	,	1	,	vdda_pulsed, xdut.xi68.net13	,	xdut.xi68.xi6.mptrans37
Defect_Short_971	,	1	,	vdda_pulsed, xdut.xi68.net13	,	xdut.xi68.xi6.mptrans38
Defect_Short_972	,	1	,	vdda_pulsed, xdut.xi68.net14	,	xdut.xi68.xi7.mptrans37
Defect_Short_973	,	1	,	vdda_pulsed, xdut.xi68.net14	,	xdut.xi68.xi5.mptrans37
Defect_Short_974	,	1	,	vdda_pulsed, xdut.xi68.net14	,	xdut.xi68.xi5.mptrans38
Defect_Short_975	,	1	,	vdda_pulsed, xdut.xi68.net11	,	xdut.xi68.xi6.mptrans37
Defect_Short_976	,	1	,	vdda_pulsed, xdut.xi68.net11	,	xdut.xi68.xi1.mptrans38
Defect_Short_977	,	1	,	vdda_pulsed, xdut.xi68.net11	,	xdut.xi68.xi2.mptrans37
Defect_Short_978	,	1	,	vdda_pulsed, xdut.xi68.net11	,	xdut.xi68.xi2.mptrans38
Defect_Short_979	,	1	,	vdda_pulsed, xdut.xi68.net7	,	xdut.xi68.xi6.mptrans38
Defect_Short_980	,	1	,	vdda_pulsed, xdut.xi68.net7	,	xdut.xi68.xi4.mptrans37
Defect_Short_981	,	1	,	vdda_pulsed, xdut.xi68.net7	,	xdut.xi68.xi4.mptrans38
Defect_Short_982	,	1	,	vdda_pulsed, xdut.xi68.net7	,	xdut.xi68.xi5.mptrans38
Defect_Short_983	,	1	,	vdda_pulsed, xdut.xi68.net12	,	xdut.xi68.xi5.mptrans37
Defect_Short_984	,	1	,	vdda_pulsed, xdut.xi68.net12	,	xdut.xi68.xi1.mptrans37
Defect_Short_985	,	1	,	vdda_pulsed, xdut.xi68.net12	,	xdut.xi68.xi1.mptrans38
Defect_Short_986	,	1	,	vdda_pulsed, xdut.xi68.net12	,	xdut.xi68.xi2.mptrans38
Defect_Short_987	,	1	,	xdut.xi68.net13, xdut.xi68.net11	,	xdut.xi68.xi6.mptrans37
Defect_Short_988	,	1	,	xdut.xi68.net13, xdut.xi68.net11	,	xdut.xi68.xi6.mntrans35
Defect_Short_989	,	1	,	vdda_pulsed, xdut.xi68.net17	,	xdut.xi68.xi3.mptrans38
Defect_Short_990	,	1	,	vdda_pulsed, xdut.xi68.net17	,	xdut.xi68.xi2.mptrans37
Defect_Short_991	,	1	,	vdda_pulsed, xdut.xi68.net17	,	xdut.xi68.xi3.mptrans37
Defect_Short_992	,	1	,	xdut.xi68.net13, xdut.xi68.net7	,	xdut.xi68.xi6.mptrans38
Defect_Short_993	,	1	,	vdda_pulsed, xdut.xi68.net18	,	xdut.xi68.xi1.mptrans37
Defect_Short_994	,	1	,	vdda_pulsed, xdut.xi68.net18	,	xdut.xi68.xi105.mptrans37
Defect_Short_995	,	1	,	vdda_pulsed, xdut.xi68.net18	,	xdut.xi68.xi105.mptrans38
Defect_Short_996	,	1	,	xdut.xi68.net13, xdut.xi68.xi8.net25	,	xdut.xi68.xi8.mntrans35
Defect_Short_997	,	1	,	xdut.xi68.net13, xdut.xi68.xi6.net25	,	xdut.xi68.xi6.mntrans35
Defect_Short_998	,	1	,	xdut.xi7.xi137.net39, xdut.xi7.xi137.net32	,	xdut.xi7.xi137.mntrans21
Defect_Short_999	,	1	,	vdda_pulsed, xdut.xi7.net070	,	xdut.xi7.m35
Defect_Short_1000	,	1	,	vdda_pulsed, xdut.xi7.net078	,	xdut.xi7.m16
Defect_Short_1001	,	1	,	vdda_pulsed, xdut.xi7.net078	,	xdut.xi7.m1
Defect_Short_1002	,	1	,	vdda_pulsed, xdut.xi7.net078	,	xdut.xi7.m3
Defect_Short_1003	,	1	,	xdut.xi73.net15, xdut.xi73.net9	,	xdut.xi73.xi146.mptrans10
Defect_Short_1004	,	1	,	xdut.xi73.net15, xdut.xi73.net9	,	xdut.xi73.xi146.mntrans11
Defect_Short_1005	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.m16
Defect_Short_1006	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.xi94.mptrans14
Defect_Short_1007	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.xi137.mptrans23
Defect_Short_1008	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.xi136.mptrans23
Defect_Short_1009	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.m12
Defect_Short_1010	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.m13
Defect_Short_1011	,	1	,	vdda_pulsed, xdut.xi7.enable	,	xdut.xi7.m14
Defect_Short_1012	,	1	,	vdda_pulsed, xdut.xi7.net0117	,	xdut.xi7.m14
Defect_Short_1013	,	20	,	vdda_pulsed, xdut.xi7.net0117	,	xdut.xi7.m11
Defect_Short_1014	,	1	,	vdda_pulsed, xdut.xi7.net019	,	xdut.xi7.m13
Defect_Short_1015	,	1	,	vdda_pulsed, xdut.xi7.net019	,	xdut.xi7.m1
Defect_Short_1016	,	1	,	vdda_pulsed, xdut.xi7.net076	,	xdut.xi7.m12
Defect_Short_1017	,	1	,	vdda_pulsed, xdut.xi7.net076	,	xdut.xi7.m3
Defect_Short_1018	,	1	,	vdda_pulsed, xdut.xi7.disable	,	xdut.xi7.xi92.mptrans10
