* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net1,Net2,path,device,terminalA,terminalB
TAG	,	Net1	,	Net2	,	Path	,	Device	,	TerminalA	,	TerminalB
bridge_7272	,	DUT.I51.I162.net13	,	DUT.I51.I162.I141.net36	,	DUT.I51.I162.I141.M53	,	nreg	,	d	,	s
bridge_7273	,	DUT.I51.I162.net13	,	DUT.I51.I162.I141.net44	,	DUT.I51.I162.I141.M127	,	preg	,	g	,	s
bridge_7274	,	DUT.I51.I162.net13	,	DUT.I51.I162.I141.net42	,	DUT.I51.I162.I141.M122	,	preg	,	d	,	s
bridge_7275	,	DUT.I51.I162.net18	,	DUT.I51.I162.I160.net39	,	DUT.I51.I162.I160.ptrans25	,	preg	,	d	,	g
bridge_7276	,	DUT.I51.I162.net18	,	DUT.I51.I162.I160.net39	,	DUT.I51.I162.I160.ntrans22	,	nreg	,	d	,	g
bridge_7277	,	DUT.I51.I162.net18	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M45	,	nreg	,	g	,	d
bridge_7278	,	DUT.I51.I162.net18	,	DUT.I51.I162.I138.net46	,	DUT.I51.I162.I138.M129	,	preg	,	g	,	d
bridge_7279	,	DUT.I51.I162.net18	,	DUT.I51.I162.I138.net40	,	DUT.I51.I162.I138.M43	,	preg	,	g	,	d
bridge_7280	,	DUT.I51.I162.net19	,	DUT.I51.I162.I153.net39	,	DUT.I51.I162.I153.ptrans25	,	preg	,	d	,	g
bridge_7281	,	DUT.I51.I162.net19	,	DUT.I51.I162.I153.net39	,	DUT.I51.I162.I153.ntrans22	,	nreg	,	d	,	g
bridge_7282	,	DUT.I51.I162.net19	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.M45	,	nreg	,	g	,	d
bridge_7283	,	DUT.I51.I162.net19	,	DUT.I51.I162.I141.net46	,	DUT.I51.I162.I141.M129	,	preg	,	g	,	d
bridge_7284	,	DUT.I51.I162.net19	,	DUT.I51.I162.I141.net40	,	DUT.I51.I162.I141.M43	,	preg	,	g	,	d
bridge_7285	,	DUT.I51.I162.net22	,	DUT.I51.I162.I141.net52	,	DUT.I51.I162.I141.M124	,	nreg	,	g	,	s
bridge_7286	,	DUT.I51.I162.net22	,	DUT.I51.I162.I141.net42	,	DUT.I51.I162.I141.M122	,	preg	,	g	,	s
bridge_7287	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.net52	,	DUT.I51.I162.I140.M124	,	nreg	,	d	,	s
bridge_7288	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.M127	,	preg	,	g	,	d
bridge_7289	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.M49	,	preg	,	d	,	g
bridge_7290	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.M126	,	nreg	,	g	,	d
bridge_7291	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.net49	,	DUT.I51.I162.I140.M126	,	nreg	,	g	,	s
bridge_7292	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.net36	,	DUT.I51.I162.I140.M53	,	nreg	,	d	,	s
bridge_7293	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.net44	,	DUT.I51.I162.I140.M127	,	preg	,	g	,	s
bridge_7294	,	DUT.I51.I162.net23	,	DUT.I51.I162.I140.net42	,	DUT.I51.I162.I140.M122	,	preg	,	d	,	s
bridge_7295	,	DUT.I51.I162.net14	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.M122	,	preg	,	g	,	d
bridge_7296	,	DUT.I51.I162.net14	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.M55	,	preg	,	d	,	g
bridge_7297	,	DUT.I51.I162.net14	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.M124	,	nreg	,	g	,	d
bridge_7298	,	DUT.I51.I162.net14	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.M54	,	nreg	,	d	,	g
bridge_7299	,	DUT.I51.I162.net14	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M45	,	nreg	,	g	,	d
bridge_7300	,	DUT.I51.I162.net14	,	DUT.I51.I162.I139.net46	,	DUT.I51.I162.I139.M129	,	preg	,	g	,	d
bridge_7301	,	DUT.I51.I162.net14	,	DUT.I51.I162.I139.net40	,	DUT.I51.I162.I139.M43	,	preg	,	g	,	d
bridge_7302	,	DUT.I51.I162.net14	,	DUT.I51.I162.I138.net52	,	DUT.I51.I162.I138.M124	,	nreg	,	g	,	s
bridge_7303	,	DUT.I51.I162.net14	,	DUT.I51.I162.I138.net42	,	DUT.I51.I162.I138.M122	,	preg	,	g	,	s
bridge_7304	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.net52	,	DUT.I51.I162.I138.M124	,	nreg	,	d	,	s
bridge_7305	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M127	,	preg	,	g	,	d
bridge_7306	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M49	,	preg	,	d	,	g
bridge_7307	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M126	,	nreg	,	g	,	d
bridge_7308	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.net49	,	DUT.I51.I162.I138.M126	,	nreg	,	g	,	s
bridge_7309	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.net36	,	DUT.I51.I162.I138.M53	,	nreg	,	d	,	s
bridge_7310	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.net44	,	DUT.I51.I162.I138.M127	,	preg	,	g	,	s
bridge_7311	,	DUT.I51.I162.net24	,	DUT.I51.I162.I138.net42	,	DUT.I51.I162.I138.M122	,	preg	,	d	,	s
bridge_7312	,	DUT.I51.I162.I0.net39	,	DUT.I51.I162.I0.net32	,	DUT.I51.I162.I0.ntrans21	,	nreg	,	d	,	s
bridge_7313	,	DUT.I51.I162.I160.net39	,	DUT.I51.I162.I160.net32	,	DUT.I51.I162.I160.ntrans21	,	nreg	,	d	,	s
bridge_7314	,	DUT.I51.I162.I153.net39	,	DUT.I51.I162.I153.net32	,	DUT.I51.I162.I153.ntrans21	,	nreg	,	d	,	s
bridge_7315	,	DUT.I51.I162.I141.net52	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.M121	,	nreg	,	d	,	g
bridge_7316	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net47	,	DUT.I51.I162.I141.M130	,	nreg	,	g	,	s
bridge_7317	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.M131	,	preg	,	g	,	d
bridge_7318	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.M130	,	nreg	,	g	,	d
bridge_7319	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.M52	,	nreg	,	d	,	g
bridge_7320	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net49	,	DUT.I51.I162.I141.M126	,	nreg	,	d	,	s
bridge_7321	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net38	,	DUT.I51.I162.I141.M52	,	nreg	,	d	,	s
bridge_7322	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net36	,	DUT.I51.I162.I141.M51	,	nreg	,	g	,	d
bridge_7323	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net46	,	DUT.I51.I162.I141.M131	,	preg	,	g	,	s
bridge_7324	,	DUT.I51.I162.I141.b	,	DUT.I51.I162.I141.net44	,	DUT.I51.I162.I141.M127	,	preg	,	d	,	s
bridge_7325	,	DUT.I51.I162.I141.net47	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.M130	,	nreg	,	s	,	d
bridge_7326	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.net38	,	DUT.I51.I162.I141.M52	,	nreg	,	g	,	s
bridge_7327	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.net46	,	DUT.I51.I162.I141.M131	,	preg	,	d	,	s
bridge_7328	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.net44	,	DUT.I51.I162.I141.M125	,	preg	,	g	,	d
bridge_7329	,	DUT.I51.I162.I141.a	,	DUT.I51.I162.I141.net40	,	DUT.I51.I162.I141.M119	,	preg	,	d	,	s
bridge_7330	,	DUT.I51.I162.I140.net52	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.M121	,	nreg	,	d	,	g
bridge_7331	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net47	,	DUT.I51.I162.I140.M130	,	nreg	,	g	,	s
bridge_7332	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.M131	,	preg	,	g	,	d
bridge_7333	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.M130	,	nreg	,	g	,	d
bridge_7334	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.M52	,	nreg	,	d	,	g
bridge_7335	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net49	,	DUT.I51.I162.I140.M126	,	nreg	,	d	,	s
bridge_7336	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net38	,	DUT.I51.I162.I140.M52	,	nreg	,	d	,	s
bridge_7337	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net36	,	DUT.I51.I162.I140.M51	,	nreg	,	g	,	d
bridge_7338	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net46	,	DUT.I51.I162.I140.M131	,	preg	,	g	,	s
bridge_7339	,	DUT.I51.I162.I140.b	,	DUT.I51.I162.I140.net44	,	DUT.I51.I162.I140.M127	,	preg	,	d	,	s
bridge_7340	,	DUT.I51.I162.I140.net47	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.M130	,	nreg	,	s	,	d
bridge_7341	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.net38	,	DUT.I51.I162.I140.M52	,	nreg	,	g	,	s
bridge_7342	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.net46	,	DUT.I51.I162.I140.M131	,	preg	,	d	,	s
bridge_7343	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.net44	,	DUT.I51.I162.I140.M125	,	preg	,	g	,	d
bridge_7344	,	DUT.I51.I162.I140.a	,	DUT.I51.I162.I140.net40	,	DUT.I51.I162.I140.M119	,	preg	,	d	,	s
bridge_7345	,	DUT.I51.I162.I139.net52	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.M121	,	nreg	,	d	,	g
bridge_7346	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net47	,	DUT.I51.I162.I139.M130	,	nreg	,	g	,	s
bridge_7347	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M131	,	preg	,	g	,	d
bridge_7348	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M130	,	nreg	,	g	,	d
bridge_7349	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M52	,	nreg	,	d	,	g
bridge_7350	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net49	,	DUT.I51.I162.I139.M126	,	nreg	,	d	,	s
bridge_7351	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net38	,	DUT.I51.I162.I139.M52	,	nreg	,	d	,	s
bridge_7352	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net36	,	DUT.I51.I162.I139.M51	,	nreg	,	g	,	d
bridge_7353	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net46	,	DUT.I51.I162.I139.M131	,	preg	,	g	,	s
bridge_7354	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.net44	,	DUT.I51.I162.I139.M127	,	preg	,	d	,	s
bridge_7355	,	DUT.I51.I162.I139.net47	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M130	,	nreg	,	s	,	d
bridge_7356	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.net38	,	DUT.I51.I162.I139.M52	,	nreg	,	g	,	s
bridge_7357	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.net46	,	DUT.I51.I162.I139.M131	,	preg	,	d	,	s
bridge_7358	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.net44	,	DUT.I51.I162.I139.M125	,	preg	,	g	,	d
bridge_7359	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.net40	,	DUT.I51.I162.I139.M119	,	preg	,	d	,	s
bridge_7360	,	DUT.I51.I162.I138.net52	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M121	,	nreg	,	d	,	g
bridge_7361	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net47	,	DUT.I51.I162.I138.M130	,	nreg	,	g	,	s
bridge_7362	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M131	,	preg	,	g	,	d
bridge_7363	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M130	,	nreg	,	g	,	d
bridge_7364	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M52	,	nreg	,	d	,	g
bridge_7365	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net49	,	DUT.I51.I162.I138.M126	,	nreg	,	d	,	s
bridge_7366	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net38	,	DUT.I51.I162.I138.M52	,	nreg	,	d	,	s
bridge_7367	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net36	,	DUT.I51.I162.I138.M51	,	nreg	,	g	,	d
bridge_7368	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net46	,	DUT.I51.I162.I138.M131	,	preg	,	g	,	s
bridge_7369	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.net44	,	DUT.I51.I162.I138.M127	,	preg	,	d	,	s
bridge_7370	,	DUT.I51.I162.I138.net47	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M130	,	nreg	,	s	,	d
bridge_7371	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.net38	,	DUT.I51.I162.I138.M52	,	nreg	,	g	,	s
bridge_7372	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.net46	,	DUT.I51.I162.I138.M131	,	preg	,	d	,	s
bridge_7373	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.net44	,	DUT.I51.I162.I138.M125	,	preg	,	g	,	d
bridge_7374	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.net40	,	DUT.I51.I162.I138.M119	,	preg	,	d	,	s
bridge_7375	,	DUT.I51.I170.net9	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.M53	,	nreg	,	g	,	d
bridge_7376	,	DUT.I51.I170.net9	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.M53	,	nreg	,	g	,	d
bridge_7377	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M48	,	preg	,	g	,	d
bridge_7378	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net47	,	DUT.I51.I170.I141.M132	,	nreg	,	g	,	d
bridge_7379	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.a	,	DUT.I51.I170.I141.M119	,	preg	,	g	,	d
bridge_7380	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net49	,	DUT.I51.I170.I141.M128	,	nreg	,	g	,	d
bridge_7381	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net38	,	DUT.I51.I170.I141.M120	,	nreg	,	g	,	d
bridge_7382	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net36	,	DUT.I51.I170.I141.M53	,	nreg	,	g	,	s
bridge_7383	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net42	,	DUT.I51.I170.I141.M123	,	preg	,	g	,	d
bridge_7384	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.net40	,	DUT.I51.I170.I141.M119	,	preg	,	g	,	s
bridge_7385	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M48	,	preg	,	g	,	d
bridge_7386	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net47	,	DUT.I51.I170.I139.M132	,	nreg	,	g	,	d
bridge_7387	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.a	,	DUT.I51.I170.I139.M119	,	preg	,	g	,	d
bridge_7388	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net49	,	DUT.I51.I170.I139.M128	,	nreg	,	g	,	d
bridge_7389	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net38	,	DUT.I51.I170.I139.M120	,	nreg	,	g	,	d
bridge_7390	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net36	,	DUT.I51.I170.I139.M53	,	nreg	,	g	,	s
bridge_7391	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net42	,	DUT.I51.I170.I139.M123	,	preg	,	g	,	d
bridge_7392	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.net40	,	DUT.I51.I170.I139.M119	,	preg	,	g	,	s
bridge_7393	,	DUT.I51.I170.net20	,	DUT.I51.I170.I0.net39	,	DUT.I51.I170.I0.ptrans25	,	preg	,	d	,	g
bridge_7394	,	DUT.I51.I170.net20	,	DUT.I51.I170.I0.net39	,	DUT.I51.I170.I0.ntrans22	,	nreg	,	d	,	g
bridge_7395	,	DUT.I51.I170.net20	,	DUT.I51.I170.I140.a	,	DUT.I51.I170.I140.M45	,	nreg	,	g	,	d
bridge_7396	,	DUT.I51.I170.net20	,	DUT.I51.I170.I140.net46	,	DUT.I51.I170.I140.M129	,	preg	,	g	,	d
bridge_7397	,	DUT.I51.I170.net20	,	DUT.I51.I170.I140.net40	,	DUT.I51.I170.I140.M43	,	preg	,	g	,	d
bridge_7398	,	DUT.I51.I170.net010	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ptrans24	,	preg	,	g	,	d
bridge_7399	,	DUT.I51.I170.net010	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ntrans21	,	nreg	,	g	,	d
bridge_7400	,	DUT.I51.I170.net010	,	DUT.I51.I170.I160.net32	,	DUT.I51.I170.I160.ntrans21	,	nreg	,	g	,	s
bridge_7401	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.net52	,	DUT.I51.I170.I139.M124	,	nreg	,	d	,	s
bridge_7402	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M127	,	preg	,	g	,	d
bridge_7403	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M49	,	preg	,	d	,	g
bridge_7404	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M126	,	nreg	,	g	,	d
bridge_7405	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.net49	,	DUT.I51.I170.I139.M126	,	nreg	,	g	,	s
bridge_7406	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.net36	,	DUT.I51.I170.I139.M53	,	nreg	,	d	,	s
bridge_7407	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.net44	,	DUT.I51.I170.I139.M127	,	preg	,	g	,	s
bridge_7408	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.net42	,	DUT.I51.I170.I139.M122	,	preg	,	d	,	s
bridge_7409	,	DUT.I51.I170.net13	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.M122	,	preg	,	d	,	g
bridge_7410	,	DUT.I51.I170.net13	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.M55	,	preg	,	g	,	d
bridge_7411	,	DUT.I51.I170.net13	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.M124	,	nreg	,	d	,	g
bridge_7412	,	DUT.I51.I170.net13	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.M54	,	nreg	,	g	,	d
bridge_7413	,	DUT.I51.I170.net13	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ptrans23	,	preg	,	g	,	d
bridge_7414	,	DUT.I51.I170.net13	,	DUT.I51.I170.I160.net32	,	DUT.I51.I170.I160.ntrans20	,	nreg	,	g	,	d
bridge_7415	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.net52	,	DUT.I51.I170.I141.M124	,	nreg	,	d	,	s
bridge_7416	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M127	,	preg	,	g	,	d
bridge_7417	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M49	,	preg	,	d	,	g
bridge_7418	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M126	,	nreg	,	g	,	d
bridge_7419	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.net49	,	DUT.I51.I170.I141.M126	,	nreg	,	g	,	s
bridge_7420	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.net36	,	DUT.I51.I170.I141.M53	,	nreg	,	d	,	s
bridge_7421	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.net44	,	DUT.I51.I170.I141.M127	,	preg	,	g	,	s
bridge_7422	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.net42	,	DUT.I51.I170.I141.M122	,	preg	,	d	,	s
bridge_7423	,	DUT.I51.I170.net18	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ptrans25	,	preg	,	d	,	g
bridge_7424	,	DUT.I51.I170.net18	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ntrans22	,	nreg	,	d	,	g
bridge_7425	,	DUT.I51.I170.net18	,	DUT.I51.I170.I138.a	,	DUT.I51.I170.I138.M45	,	nreg	,	g	,	d
bridge_7426	,	DUT.I51.I170.net18	,	DUT.I51.I170.I138.net46	,	DUT.I51.I170.I138.M129	,	preg	,	g	,	d
bridge_7427	,	DUT.I51.I170.net18	,	DUT.I51.I170.I138.net40	,	DUT.I51.I170.I138.M43	,	preg	,	g	,	d
bridge_7428	,	DUT.I51.I170.net19	,	DUT.I51.I170.I153.net39	,	DUT.I51.I170.I153.ptrans25	,	preg	,	d	,	g
bridge_7429	,	DUT.I51.I170.net19	,	DUT.I51.I170.I153.net39	,	DUT.I51.I170.I153.ntrans22	,	nreg	,	d	,	g
bridge_7430	,	DUT.I51.I170.net19	,	DUT.I51.I170.I141.a	,	DUT.I51.I170.I141.M45	,	nreg	,	g	,	d
bridge_7431	,	DUT.I51.I170.net19	,	DUT.I51.I170.I141.net46	,	DUT.I51.I170.I141.M129	,	preg	,	g	,	d
bridge_7432	,	DUT.I51.I170.net19	,	DUT.I51.I170.I141.net40	,	DUT.I51.I170.I141.M43	,	preg	,	g	,	d
bridge_7433	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.net52	,	DUT.I51.I170.I141.M124	,	nreg	,	g	,	s
bridge_7434	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.net42	,	DUT.I51.I170.I141.M122	,	preg	,	g	,	s
bridge_7435	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.net52	,	DUT.I51.I170.I140.M124	,	nreg	,	d	,	s
bridge_7436	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.b	,	DUT.I51.I170.I140.M127	,	preg	,	g	,	d
bridge_7437	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.b	,	DUT.I51.I170.I140.M49	,	preg	,	d	,	g
bridge_7438	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.b	,	DUT.I51.I170.I140.M126	,	nreg	,	g	,	d
bridge_7439	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.net49	,	DUT.I51.I170.I140.M126	,	nreg	,	g	,	s
bridge_7440	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.net36	,	DUT.I51.I170.I140.M53	,	nreg	,	d	,	s
bridge_7441	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.net44	,	DUT.I51.I170.I140.M127	,	preg	,	g	,	s
bridge_7442	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.net42	,	DUT.I51.I170.I140.M122	,	preg	,	d	,	s
bridge_7443	,	DUT.I51.I170.net14	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.M122	,	preg	,	g	,	d
bridge_7444	,	DUT.I51.I170.net14	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.M55	,	preg	,	d	,	g
bridge_7445	,	DUT.I51.I170.net14	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.M124	,	nreg	,	g	,	d
bridge_7446	,	DUT.I51.I170.net14	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.M54	,	nreg	,	d	,	g
bridge_7447	,	DUT.I51.I170.net14	,	DUT.I51.I170.I139.a	,	DUT.I51.I170.I139.M45	,	nreg	,	g	,	d
bridge_7448	,	DUT.I51.I170.net14	,	DUT.I51.I170.I139.net46	,	DUT.I51.I170.I139.M129	,	preg	,	g	,	d
bridge_7449	,	DUT.I51.I170.net14	,	DUT.I51.I170.I139.net40	,	DUT.I51.I170.I139.M43	,	preg	,	g	,	d
bridge_7450	,	DUT.I51.I170.net14	,	DUT.I51.I170.I138.net52	,	DUT.I51.I170.I138.M124	,	nreg	,	g	,	s
bridge_7451	,	DUT.I51.I170.net14	,	DUT.I51.I170.I138.net42	,	DUT.I51.I170.I138.M122	,	preg	,	g	,	s
bridge_7452	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.net52	,	DUT.I51.I170.I138.M124	,	nreg	,	d	,	s
bridge_7453	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.b	,	DUT.I51.I170.I138.M127	,	preg	,	g	,	d
bridge_7454	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.b	,	DUT.I51.I170.I138.M49	,	preg	,	d	,	g
bridge_7455	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.b	,	DUT.I51.I170.I138.M126	,	nreg	,	g	,	d
bridge_7456	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.net49	,	DUT.I51.I170.I138.M126	,	nreg	,	g	,	s
